basin_id,flow,stage,single_task_stage,single_task_flow,p_mean,p_seasonality,frac_snow
01100000,0.387,0.515,0.4561,0.3041,3.2243464860376,0.0736295031239009,0.134980821981951
01100505,-0.052,0.235,0.2653,-0.0247,3.12793389523636,0.0141279248090625,0.0955621909640509
01100561,0.07,0.448,0.5253,0.1442,3.12793389523636,0.0141279248090625,0.0955621909640509
01100600,0.425,0.562,0.4368,0.3692,3.19625917764799,-0.0231422677425156,0.0850865080961761
01101000,0.025,0.332,0.2644,0.1894,3.20523556500578,-0.0189730511828933,0.0616846349599906
01103280,0.493,0.589,,0.438,3.3674675236357,-0.0136542226889297,0.0771767607074997
01108000,0.484,0.534,,0.3852,3.46868777593235,-0.0839109372591796,0.0647985358184245
01108410,0.333,0.487,,0.2707,3.41267821883556,-0.0494152058283341,0.0740079775756273
01109000,0.544,0.639,,0.4232,3.40288409046663,-0.0562477546982187,0.0694309908005873
01109060,0.509,0.635,,0.3942,3.39568843736692,-0.0542505461617722,0.0693088486975442
01109070,0.591,0.553,,0.4996,3.36293380756829,-0.0624578716915343,0.0669414817481388
01109403,0.485,0.615,,0.3842,3.40288409046663,-0.0562477546982187,0.0694309908005873
01109730,0.27,0.53,,0.3204,3.42949277404636,0.0324009659685967,0.0932014212707043
01110000,0.144,0.337,,0.1877,3.37232797986251,0.0208884808971925,0.0888292254130539
01111212,0.302,0.413,,0.4101,3.39435621974812,0.00874503547711,0.0856751182219433
01111300,0.216,0.504,,0.2874,3.41095323246334,-0.000980825559345,0.0823228767896942
01111500,0.38,0.535,,0.4136,3.47023447301819,-0.0226351599390009,0.0762764714941065
01115630,0.504,0.523,,0.4748,3.51598543061386,-0.0705159992597869,0.0515671662358887
01117370,0.366,0.29,,0.3621,3.36871625977977,-0.0894511041421455,0.0409652103602018
01117468,0.474,0.486,,0.4153,3.51598543061386,-0.0705159992597869,0.0515671662358887
01117800,0.498,0.61,,0.425,3.43890410853562,-0.0587163253879635,0.0534510699432835
01118300,0.562,0.669,,0.4074,3.03294002317941,-0.054154876148857,0.0422631410520998
01119500,0.483,0.617,,0.4169,3.34824428101235,0.0625369405852502,0.0901118711285926
01121000,0.286,0.584,,0.2967,3.35072891677313,0.0314646262096506,0.092349586919708
01122000,0.278,0.491,,0.2707,3.29768219176248,0.0362121902598642,0.076609766410801
01122500,0.432,0.583,,0.4659,3.32053784218531,0.0468456573204284,0.0759281181957242
01123000,0.459,0.605,,0.4948,3.3152388435846,-0.0069806202410263,0.0555663256822518
01125100,0.223,0.427,,,3.40513669519985,0.0209917912851456,0.0890502902963864
01125500,0.339,0.54,,,3.38070823465353,0.0218348116358449,0.0830906581562536
01127000,0.438,0.58,,,3.38420170998358,0.0026141040180489,0.0716917999777237
